County of Santa Barbara,,,,,,
Daily Rainfall Record - through 08-31-2020,,,,,,
,,,,,,
#352 - Guadalupe City,,,,,,
"Lat 34-57-45, Long 120-34-17, Elev 85 ft",,,,,,
352,1985,1985,2,8,0.67,
352,1985,1985,3,5,0.18,
352,1985,1985,3,6,0.57,
352,1985,1985,3,9,0.16,
352,1985,1985,3,11,0.02,
352,1985,1985,3,17,0.27,
352,1985,1985,3,18,0.01,
352,1985,1985,3,26,0.05,
352,1985,1985,3,27,0.11,
352,1985,1985,4,16,0.02,
352,1986,1985,10,21,0.05,
352,1986,1985,10,22,0.55,
352,1986,1985,11,10,1.20,
352,1986,1985,11,11,0.43,
352,1986,1985,11,12,0.03,
352,1986,1985,11,20,0.20,
352,1986,1985,11,23,0.16,
352,1986,1985,11,24,0.36,
352,1986,1985,11,25,0.08,
352,1986,1985,11,26,0.02,
352,1986,1985,11,28,0.85,
352,1986,1985,11,29,0.30,
352,1986,1985,12,1,0.60,
352,1986,1985,12,3,0.04,
352,1986,1985,12,28,0.03,
352,1986,1985,12,29,0.05,
352,1986,1986,1,3,0.20,
352,1986,1986,1,4,0.14,
352,1986,1986,1,5,0.03,
352,1986,1986,1,7,0.08,
352,1986,1986,1,29,0.11,
352,1986,1986,1,30,0.20,
352,1986,1986,1,31,0.28,
352,1986,1986,2,3,0.06,
352,1986,1986,2,11,0.10,
352,1986,1986,2,12,1.37,
352,1986,1986,2,13,0.73,
352,1986,1986,2,14,0.70,
352,1986,1986,2,17,0.12,
352,1986,1986,2,18,0.04,
352,1986,1986,3,7,0.14,
352,1986,1986,3,8,0.87,
352,1986,1986,3,9,0.65,
352,1986,1986,3,10,0.21,
352,1986,1986,3,11,0.11,
352,1986,1986,3,13,1.06,
352,1986,1986,3,14,0.02,
352,1986,1986,3,15,1.46,
352,1986,1986,3,16,0.64,
352,1986,1986,3,28,0.70,
352,1986,1986,4,4,0.03,
352,1986,1986,4,5,0.34,
352,1986,1986,4,6,0.11,
352,1986,1986,5,2,0.03,
352,1987,1986,9,23,0.26,
352,1987,1986,9,24,0.40,
352,1987,1986,10,8,0.03,
352,1987,1986,10,9,0.03,
352,1987,1986,11,17,0.98,
352,1987,1986,12,5,0.60,
352,1987,1986,12,15,0.14,
352,1987,1986,12,19,0.26,
352,1987,1986,12,22,0.02,
352,1987,1987,1,3,0.55,
352,1987,1987,1,4,0.17,
352,1987,1987,1,6,0.66,
352,1987,1987,1,22,0.13,
352,1987,1987,1,27,0.10,
352,1987,1987,1,29,0.14,
352,1987,1987,2,2,0.10,
352,1987,1987,2,7,0.06,
352,1987,1987,2,9,0.04,
352,1987,1987,2,10,0.03,
352,1987,1987,2,12,0.13,
352,1987,1987,2,13,0.52,
352,1987,1987,2,14,0.20,
352,1987,1987,2,21,0.30,
352,1987,1987,2,23,0.30,
352,1987,1987,2,24,0.14,
352,1987,1987,3,4,1.36,
352,1987,1987,3,5,1.24,
352,1987,1987,3,6,0.03,
352,1987,1987,3,11,0.05,
352,1987,1987,3,13,0.07,
352,1987,1987,3,15,0.30,
352,1987,1987,3,21,0.36,
352,1987,1987,3,22,0.22,
352,1987,1987,4,3,0.25,
352,1987,1987,5,20,0.02,
352,1988,1987,10,21,0.16,
352,1988,1987,10,22,0.15,
352,1988,1987,10,27,0.36,
352,1988,1987,10,28,0.68,
352,1988,1987,10,30,0.03,
352,1988,1987,10,31,0.33,
352,1988,1987,11,3,0.05,
352,1988,1987,11,4,0.30,
352,1988,1987,11,5,0.02,
352,1988,1987,11,13,0.13,
352,1988,1987,11,16,0.04,
352,1988,1987,11,17,0.40,
352,1988,1987,11,20,0.07,
352,1988,1987,12,4,0.64,
352,1988,1987,12,5,0.22,
352,1988,1987,12,8,0.03,
352,1988,1987,12,15,0.38,
352,1988,1987,12,27,0.66,
352,1988,1987,12,28,0.49,
352,1988,1987,12,29,0.26,
352,1988,1988,1,4,0.50,
352,1988,1988,1,5,0.06,
352,1988,1988,1,17,1.15,
352,1988,1988,2,26,0.07,
352,1988,1988,2,27,0.40,
352,1988,1988,2,28,1.27,
352,1988,1988,2,29,0.23,
352,1988,1988,3,1,0.10,
352,1988,1988,4,14,0.25,
352,1988,1988,4,16,0.02,
352,1988,1988,4,18,0.04,
352,1988,1988,4,19,1.45,
352,1988,1988,4,20,0.13,
352,1988,1988,4,22,0.60,
352,1988,1988,5,5,0.20,
352,1988,1988,5,6,0.02,
352,1988,1988,5,7,0.05,
352,1988,1988,6,19,0.06,
352,1989,1988,11,13,0.30,
352,1989,1988,11,16,0.12,
352,1989,1988,11,22,0.07,
352,1989,1988,11,23,0.32,
352,1989,1988,12,15,0.84,
352,1989,1988,12,16,0.81,
352,1989,1988,12,17,0.10,
352,1989,1988,12,19,0.03,
352,1989,1988,12,20,1.10,
352,1989,1988,12,22,0.09,
352,1989,1988,12,23,0.74,
352,1989,1988,12,27,0.05,
352,1989,1988,12,29,0.22,
352,1989,1989,1,3,0.01,
352,1989,1989,1,4,0.01,
352,1989,1989,1,5,0.20,
352,1989,1989,1,6,0.12,
352,1989,1989,1,23,0.15,
352,1989,1989,2,4,0.40,
352,1989,1989,2,5,0.02,
352,1989,1989,2,7,0.25,
352,1989,1989,2,8,0.17,
352,1989,1989,3,1,0.49,
352,1989,1989,3,2,0.08,
352,1989,1989,3,7,0.03,
352,1989,1989,3,10,0.01,
352,1989,1989,3,23,0.02,
352,1989,1989,3,24,0.16,
352,1989,1989,3,25,0.02,
352,1989,1989,4,23,0.07,
352,1989,1989,4,24,0.21,
352,1989,1989,4,25,0.13,
352,1989,1989,5,8,0.10,
352,1989,1989,5,9,0.02,
352,1990,1989,9,15,0.02,
352,1990,1989,9,16,0.49,
352,1990,1989,9,17,0.01,
352,1990,1989,9,18,0.10,
352,1990,1989,9,28,0.58,
352,1990,1989,10,23,0.50,
352,1990,1989,10,24,0.04,
352,1990,1989,11,25,0.42,
352,1990,1990,1,1,0.72,
352,1990,1990,1,12,0.68,
352,1990,1990,1,13,0.46,
352,1990,1990,1,14,0.43,
352,1990,1990,1,15,0.03,
352,1990,1990,1,16,0.30,
352,1990,1990,1,30,0.19,
352,1990,1990,1,31,0.11,
352,1990,1990,2,4,0.74,
352,1990,1990,2,6,0.01,
352,1990,1990,2,16,1.10,
352,1990,1990,2,17,0.16,
352,1990,1990,2,18,0.03,
352,1990,1990,3,2,0.10,
352,1990,1990,3,4,0.11,
352,1990,1990,3,10,0.12,
352,1990,1990,4,16,0.10,
352,1990,1990,4,21,0.23,
352,1990,1990,4,23,0.14,
352,1990,1990,5,23,0.12,
352,1990,1990,5,28,0.38,
352,1991,1990,9,21,0.32,
352,1991,1990,9,22,0.03,
352,1991,1990,11,24,0.10,
352,1991,1990,12,10,0.02,
352,1991,1990,12,14,0.18,
352,1991,1990,12,15,0.05,
352,1991,1990,12,18,0.06,
352,1991,1990,12,19,0.30,
352,1991,1990,12,20,0.15,
352,1991,1991,1,2,0.05,
352,1991,1991,1,3,0.42,
352,1991,1991,1,4,0.09,
352,1991,1991,1,8,0.50,
352,1991,1991,1,9,0.04,
352,1991,1991,2,2,0.40,
352,1991,1991,2,4,0.02,
352,1991,1991,2,26,0.11,
352,1991,1991,2,27,1.49,
352,1991,1991,2,28,0.53,
352,1991,1991,3,1,0.10,
352,1991,1991,3,2,0.07,
352,1991,1991,3,4,0.75,
352,1991,1991,3,10,0.16,
352,1991,1991,3,12,0.12,
352,1991,1991,3,13,0.11,
352,1991,1991,3,14,0.03,
352,1991,1991,3,16,1.55,
352,1991,1991,3,17,2.90,
352,1991,1991,3,18,0.67,
352,1991,1991,3,19,0.10,
352,1991,1991,3,24,1.10,
352,1991,1991,3,25,0.11,
352,1991,1991,3,26,0.50,
352,1991,1991,3,31,0.12,
352,1991,1991,4,19,0.03,
352,1991,1991,4,20,0.34,
352,1991,1991,6,26,0.10,
352,1991,1991,6,27,0.01,
352,1991,1991,8,12,0.02,
352,1992,1991,9,5,0.03,
352,1992,1991,10,26,0.39,
352,1992,1991,11,17,0.15,
352,1992,1991,12,7,0.22,
352,1992,1991,12,17,0.01,
352,1992,1991,12,27,1.55,
352,1992,1991,12,28,1.45,
352,1992,1992,1,2,0.20,
352,1992,1992,1,5,1.50,
352,1992,1992,1,6,0.20,
352,1992,1992,1,7,0.10,
352,1992,1992,1,31,0.01,
352,1992,1992,2,5,0.20,
352,1992,1992,2,6,0.29,
352,1992,1992,2,7,0.02,
352,1992,1992,2,9,0.96,
352,1992,1992,2,10,0.38,
352,1992,1992,2,11,1.65,
352,1992,1992,2,12,0.78,
352,1992,1992,2,14,1.25,
352,1992,1992,2,15,0.34,
352,1992,1992,2,16,0.04,
352,1992,1992,2,19,0.19,
352,1992,1992,3,1,0.15,
352,1992,1992,3,2,0.22,
352,1992,1992,3,3,0.03,
352,1992,1992,3,5,0.40,
352,1992,1992,3,6,0.07,
352,1992,1992,3,7,0.09,
352,1992,1992,3,15,0.08,
352,1992,1992,3,20,0.07,
352,1992,1992,3,21,0.38,
352,1992,1992,3,25,0.02,
352,1992,1992,3,26,0.11,
352,1992,1992,4,12,0.08,
352,1992,1992,7,9,0.02,
352,1992,1992,7,11,0.03,
352,1992,1992,7,12,0.11,
352,1993,1992,10,20,0.10,
352,1993,1992,10,27,0.03,
352,1993,1992,10,29,0.22,
352,1993,1992,12,2,0.02,
352,1993,1992,12,3,0.05,
352,1993,1992,12,6,0.96,
352,1993,1992,12,7,0.07,
352,1993,1992,12,8,0.04,
352,1993,1992,12,10,0.40,
352,1993,1992,12,11,0.24,
352,1993,1992,12,17,0.10,
352,1993,1992,12,28,0.82,
352,1993,1992,12,29,0.07,
352,1993,1992,12,31,0.69,
352,1993,1993,1,5,0.02,
352,1993,1993,1,6,0.94,
352,1993,1993,1,7,0.48,
352,1993,1993,1,8,0.07,
352,1993,1993,1,10,0.64,
352,1993,1993,1,12,0.38,
352,1993,1993,1,13,0.58,
352,1993,1993,1,14,0.08,
352,1993,1993,1,16,0.08,
352,1993,1993,1,17,0.50,
352,1993,1993,1,18,0.17,
352,1993,1993,1,20,0.04,
352,1993,1993,1,21,0.06,
352,1993,1993,2,4,0.10,
352,1993,1993,2,7,0.96,
352,1993,1993,2,8,0.12,
352,1993,1993,2,9,0.06,
352,1993,1993,2,11,0.12,
352,1993,1993,2,17,0.15,
352,1993,1993,2,18,0.60,
352,1993,1993,2,19,0.30,
352,1993,1993,2,20,0.11,
352,1993,1993,2,22,1.19,
352,1993,1993,2,23,0.15,
352,1993,1993,2,24,0.01,
352,1993,1993,2,25,0.55,
352,1993,1993,2,27,0.13,
352,1993,1993,3,17,0.06,
352,1993,1993,3,23,0.20,
352,1993,1993,3,24,0.66,
352,1993,1993,3,25,1.53,
352,1993,1993,3,26,0.11,
352,1993,1993,3,27,0.90,
352,1993,1993,3,31,0.05,
352,1993,1993,5,24,0.25,
352,1993,1993,6,5,0.04,
352,1993,1993,6,20,0.03,
352,1994,1993,10,10,0.20,
352,1994,1993,10,14,0.05,
352,1994,1993,10,15,0.15,
352,1994,1993,11,10,0.37,
352,1994,1993,11,11,0.06,
352,1994,1993,11,21,0.02,
352,1994,1993,11,29,0.02,
352,1994,1993,12,10,0.85,
352,1994,1993,12,14,0.49,
352,1994,1993,12,18,0.04,
352,1994,1994,1,22,0.91,
352,1994,1994,1,23,1.33,
352,1994,1994,1,25,0.16,
352,1994,1994,2,3,0.41,
352,1994,1994,2,6,0.21,
352,1994,1994,2,7,0.41,
352,1994,1994,2,8,0.03,
352,1994,1994,2,16,0.90,
352,1994,1994,2,17,0.26,
352,1994,1994,2,18,0.18,
352,1994,1994,2,20,1.23,
352,1994,1994,3,5,1.10,
352,1994,1994,3,6,0.09,
352,1994,1994,3,18,0.08,
352,1994,1994,3,24,0.69,
352,1994,1994,3,26,0.01,
352,1994,1994,4,8,0.30,
352,1994,1994,4,24,0.20,
352,1994,1994,4,25,0.25,
352,1994,1994,4,26,0.02,
352,1994,1994,5,4,0.03,
352,1994,1994,5,6,0.02,
352,1994,1994,5,7,0.36,
352,1994,1994,5,16,0.31,
352,1994,1994,5,17,0.17,
352,1994,1994,5,18,0.02,
352,1995,1994,9,27,0.34,
352,1995,1994,9,28,0.10,
352,1995,1994,10,3,0.30,
352,1995,1994,10,4,0.25,
352,1995,1994,11,7,0.32,
352,1995,1994,11,8,0.10,
352,1995,1994,11,9,0.70,
352,1995,1994,11,15,0.54,
352,1995,1994,11,17,0.07,
352,1995,1994,11,25,0.02,
352,1995,1994,11,26,0.09,
352,1995,1994,12,12,0.12,
352,1995,1994,12,13,0.02,
352,1995,1994,12,14,0.12,
352,1995,1994,12,24,0.73,
352,1995,1994,12,27,0.04,
352,1995,1994,12,28,0.01,
352,1995,1995,1,2,0.86,
352,1995,1995,1,3,0.70,
352,1995,1995,1,4,1.20,
352,1995,1995,1,5,0.02,
352,1995,1995,1,6,0.84,
352,1995,1995,1,7,0.02,
352,1995,1995,1,8,0.15,
352,1995,1995,1,9,1.60,
352,1995,1995,1,10,0.24,
352,1995,1995,1,11,0.12,
352,1995,1995,1,12,0.02,
352,1995,1995,1,13,0.17,
352,1995,1995,1,14,0.52,
352,1995,1995,1,15,0.03,
352,1995,1995,1,16,0.55,
352,1995,1995,1,17,0.03,
352,1995,1995,1,20,0.44,
352,1995,1995,1,21,0.11,
352,1995,1995,1,22,0.59,
352,1995,1995,1,23,0.50,
352,1995,1995,1,24,0.92,
352,1995,1995,1,25,0.29,
352,1995,1995,1,26,0.02,
352,1995,1995,2,7,0.16,
352,1995,1995,2,8,0.15,
352,1995,1995,2,13,1.30,
352,1995,1995,3,1,0.02,
352,1995,1995,3,2,0.32,
352,1995,1995,3,3,0.03,
352,1995,1995,3,5,1.15,
352,1995,1995,3,9,2.10,
352,1995,1995,3,10,1.50,
352,1995,1995,3,12,0.03,
352,1995,1995,3,20,0.75,
352,1995,1995,3,21,0.08,
352,1995,1995,3,22,1.10,
352,1995,1995,3,23,0.29,
352,1995,1995,4,13,0.01,
352,1995,1995,4,15,0.20,
352,1995,1995,4,17,0.10,
352,1995,1995,5,1,0.12,
352,1995,1995,5,5,0.08,
352,1995,1995,5,13,0.07,
352,1995,1995,5,14,0.30,
352,1995,1995,6,15,0.80,
352,1996,1995,10,31,0.50,
352,1996,1995,12,11,0.18,
352,1996,1995,12,12,0.88,
352,1996,1995,12,13,0.33,
352,1996,1995,12,16,0.01,
352,1996,1995,12,22,0.15,
352,1996,1995,12,23,0.15,
352,1996,1995,12,30,0.14,
352,1996,1996,1,16,0.21,
352,1996,1996,1,18,0.04,
352,1996,1996,1,21,0.30,
352,1996,1996,1,24,0.13,
352,1996,1996,1,27,0.18,
352,1996,1996,1,30,0.14,
352,1996,1996,1,31,0.36,
352,1996,1996,2,2,0.70,
352,1996,1996,2,3,2.15,
352,1996,1996,2,5,0.39,
352,1996,1996,2,15,0.15,
352,1996,1996,2,16,0.06,
352,1996,1996,2,17,0.15,
352,1996,1996,2,19,1.25,
352,1996,1996,2,20,0.98,
352,1996,1996,2,21,0.26,
352,1996,1996,2,22,0.10,
352,1996,1996,2,24,0.39,
352,1996,1996,2,27,0.54,
352,1996,1996,2,28,0.02,
352,1996,1996,2,29,0.09,
352,1996,1996,3,3,0.13,
352,1996,1996,3,4,0.29,
352,1996,1996,3,11,0.26,
352,1996,1996,3,12,0.27,
352,1996,1996,3,13,0.01,
352,1996,1996,3,27,0.02,
352,1996,1996,4,1,0.15,
352,1996,1996,4,15,0.10,
352,1996,1996,4,16,0.01,
352,1996,1996,4,17,0.15,
352,1996,1996,5,15,0.26,
352,1996,1996,7,27,0.20,
352,1997,1996,10,29,1.90,
352,1997,1996,10,30,0.06,
352,1997,1996,11,17,0.12,
352,1997,1996,11,18,0.01,
352,1997,1996,11,19,0.16,
352,1997,1996,11,20,0.61,
352,1997,1996,11,21,0.60,
352,1997,1996,11,22,0.01,
352,1997,1996,11,23,0.06,
352,1997,1996,12,4,0.01,
352,1997,1996,12,5,0.24,
352,1997,1996,12,8,0.04,
352,1997,1996,12,9,1.15,
352,1997,1996,12,10,0.86,
352,1997,1996,12,11,0.19,
352,1997,1996,12,12,0.02,
352,1997,1996,12,21,0.54,
352,1997,1996,12,26,0.60,
352,1997,1996,12,29,0.36,
352,1997,1996,12,30,0.21,
352,1997,1996,12,31,0.04,
352,1997,1997,1,1,0.36,
352,1997,1997,1,2,0.46,
352,1997,1997,1,12,0.16,
352,1997,1997,1,13,0.02,
352,1997,1997,1,14,0.51,
352,1997,1997,1,19,0.70,
352,1997,1997,1,21,0.31,
352,1997,1997,1,22,0.22,
352,1997,1997,1,25,0.16,
352,1997,1997,1,26,0.45,
352,1997,1997,2,10,0.06,
352,1997,1997,4,19,0.06,
352,1997,1997,7,22,0.04,
352,1998,1997,10,11,0.06,
352,1998,1997,11,10,0.10,
352,1998,1997,11,11,0.53,
352,1998,1997,11,12,0.05,
352,1998,1997,11,13,0.25,
352,1998,1997,11,14,0.08,
352,1998,1997,11,15,0.34,
352,1998,1997,11,16,0.32,
352,1998,1997,11,18,0.50,
352,1998,1997,11,19,0.22,
352,1998,1997,11,25,0.50,
352,1998,1997,11,26,0.62,
352,1998,1997,11,29,0.89,
352,1998,1997,12,3,0.03,
352,1998,1997,12,4,0.50,
352,1998,1997,12,5,0.91,
352,1998,1997,12,6,1.40,
352,1998,1997,12,7,0.39,
352,1998,1997,12,8,0.39,
352,1998,1997,12,14,0.22,
352,1998,1997,12,17,0.03,
352,1998,1997,12,18,0.15,
352,1998,1998,1,2,0.02,
352,1998,1998,1,3,0.06,
352,1998,1998,1,4,0.40,
352,1998,1998,1,8,0.02,
352,1998,1998,1,9,0.04,
352,1998,1998,1,10,0.30,
352,1998,1998,1,11,0.30,
352,1998,1998,1,12,0.24,
352,1998,1998,1,14,0.10,
352,1998,1998,1,15,0.64,
352,1998,1998,1,19,0.32,
352,1998,1998,1,20,0.01,
352,1998,1998,1,28,0.40,
352,1998,1998,1,29,0.04,
352,1998,1998,1,31,0.12,
352,1998,1998,2,1,2.00,
352,1998,1998,2,2,1.40,
352,1998,1998,2,3,0.40,
352,1998,1998,2,5,0.50,
352,1998,1998,2,6,0.32,
352,1998,1998,2,7,0.60,
352,1998,1998,2,8,1.25,
352,1998,1998,2,10,0.05,
352,1998,1998,2,12,0.08,
352,1998,1998,2,13,0.70,
352,1998,1998,2,14,0.66,
352,1998,1998,2,16,0.06,
352,1998,1998,2,18,0.12,
352,1998,1998,2,19,0.70,
352,1998,1998,2,22,1.30,
352,1998,1998,2,23,0.30,
352,1998,1998,3,5,0.36,
352,1998,1998,3,13,0.18,
352,1998,1998,3,24,1.51,
352,1998,1998,3,25,0.03,
352,1998,1998,3,27,0.70,
352,1998,1998,3,28,0.15,
352,1998,1998,3,29,0.18,
352,1998,1998,3,30,0.01,
352,1998,1998,3,31,1.40,
352,1998,1998,4,1,0.34,
352,1998,1998,4,2,0.05,
352,1998,1998,4,3,0.51,
352,1998,1998,4,4,0.52,
352,1998,1998,4,5,0.06,
352,1998,1998,4,6,0.12,
352,1998,1998,4,10,0.07,
352,1998,1998,4,11,0.54,
352,1998,1998,4,12,0.16,
352,1998,1998,4,13,0.05,
352,1998,1998,4,14,0.01,
352,1998,1998,4,22,0.03,
352,1998,1998,5,3,0.29,
352,1998,1998,5,4,0.81,
352,1998,1998,5,5,0.15,
352,1998,1998,5,7,0.02,
352,1998,1998,5,11,0.06,
352,1998,1998,5,12,0.30,
352,1998,1998,5,28,0.26,
352,1999,1998,9,5,0.20,
352,1999,1998,10,23,0.31,
352,1999,1998,11,7,0.02,
352,1999,1998,11,9,0.14,
352,1999,1998,11,11,0.09,
352,1999,1998,11,16,0.12,
352,1999,1998,11,23,0.12,
352,1999,1998,11,28,1.67,
352,1999,1998,11,30,0.50,
352,1999,1998,12,2,0.03,
352,1999,1998,12,3,0.08,
352,1999,1998,12,13,0.10,
352,1999,1998,12,17,0.03,
352,1999,1999,1,17,0.02,
352,1999,1999,1,18,0.02,
352,1999,1999,1,19,0.19,
352,1999,1999,1,20,0.17,
352,1999,1999,1,24,0.42,
352,1999,1999,1,25,0.17,
352,1999,1999,1,31,0.60,
352,1999,1999,2,1,0.05,
352,1999,1999,2,6,0.12,
352,1999,1999,2,7,0.12,
352,1999,1999,2,8,0.15,
352,1999,1999,2,9,0.84,
352,1999,1999,2,16,0.02,
352,1999,1999,2,20,0.18,
352,1999,1999,2,24,0.05,
352,1999,1999,3,2,0.01,
352,1999,1999,3,8,0.16,
352,1999,1999,3,9,0.02,
352,1999,1999,3,10,0.28,
352,1999,1999,3,14,1.10,
352,1999,1999,3,15,1.23,
352,1999,1999,3,19,0.62,
352,1999,1999,3,20,1.20,
352,1999,1999,3,21,0.14,
352,1999,1999,3,22,0.03,
352,1999,1999,3,24,0.90,
352,1999,1999,3,25,0.44,
352,1999,1999,3,30,0.08,
352,1999,1999,4,1,0.05,
352,1999,1999,4,5,0.31,
352,1999,1999,4,6,0.88,
352,1999,1999,4,8,0.26,
352,1999,1999,4,11,0.80,
352,1999,1999,8,26,0.08,
352,2000,1999,11,7,0.84,
352,2000,1999,11,16,0.06,
352,2000,1999,11,20,0.07,
352,2000,1999,12,9,0.03,
352,2000,2000,1,11,0.01,
352,2000,2000,1,17,0.48,
352,2000,2000,1,18,0.39,
352,2000,2000,1,19,0.04,
352,2000,2000,1,20,0.05,
352,2000,2000,1,22,0.08,
352,2000,2000,1,23,0.60,
352,2000,2000,1,24,0.42,
352,2000,2000,1,25,0.10,
352,2000,2000,1,28,0.07,
352,2000,2000,1,30,0.04,
352,2000,2000,1,31,0.04,
352,2000,2000,2,3,0.32,
352,2000,2000,2,9,0.20,
352,2000,2000,2,10,0.17,
352,2000,2000,2,12,0.97,
352,2000,2000,2,13,0.90,
352,2000,2000,2,14,0.20,
352,2000,2000,2,15,0.05,
352,2000,2000,2,16,0.30,
352,2000,2000,2,20,0.87,
352,2000,2000,2,21,0.68,
352,2000,2000,2,22,0.49,
352,2000,2000,2,23,0.04,
352,2000,2000,2,27,0.58,
352,2000,2000,2,28,0.04,
352,2000,2000,3,2,0.04,
352,2000,2000,3,3,0.05,
352,2000,2000,3,5,0.66,
352,2000,2000,3,6,0.03,
352,2000,2000,3,7,0.24,
352,2000,2000,3,8,0.18,
352,2000,2000,4,13,0.15,
352,2000,2000,4,14,0.20,
352,2000,2000,4,16,1.40,
352,2000,2000,4,17,0.80,
352,2000,2000,4,18,0.02,
352,2000,2000,6,8,0.05,
352,2000,2000,6,17,0.03,
352,2001,2000,10,10,0.06,
352,2001,2000,10,11,0.73,
352,2001,2000,10,12,0.26,
352,2001,2000,10,26,0.10,
352,2001,2000,10,27,0.69,
352,2001,2000,10,29,0.69,
352,2001,2000,12,7,0.14,
352,2001,2000,12,12,0.15,
352,2001,2001,1,8,0.60,
352,2001,2001,1,9,0.15,
352,2001,2001,1,11,2.02,
352,2001,2001,1,12,0.69,
352,2001,2001,1,24,0.90,
352,2001,2001,1,25,0.15,
352,2001,2001,1,26,0.54,
352,2001,2001,2,10,0.30,
352,2001,2001,2,12,0.99,
352,2001,2001,2,13,1.23,
352,2001,2001,2,14,0.27,
352,2001,2001,2,19,0.20,
352,2001,2001,2,20,0.50,
352,2001,2001,2,21,0.05,
352,2001,2001,2,22,0.02,
352,2001,2001,2,23,0.48,
352,2001,2001,2,24,0.40,
352,2001,2001,2,25,0.50,
352,2001,2001,2,26,0.21,
352,2001,2001,3,5,2.45,
352,2001,2001,3,6,0.30,
352,2001,2001,3,7,0.16,
352,2001,2001,4,5,0.06,
352,2001,2001,4,7,0.45,
352,2001,2001,4,9,0.15,
352,2001,2001,4,10,0.11,
352,2001,2001,4,21,0.30,
352,2001,2001,7,6,0.03,
352,2001,2001,7,7,0.14,
352,2002,2001,10,30,0.17,
352,2002,2001,10,31,0.15,
352,2002,2001,11,11,0.18,
352,2002,2001,11,13,1.24,
352,2002,2001,11,25,0.60,
352,2002,2001,11,29,0.42,
352,2002,2001,11,30,0.16,
352,2002,2001,12,3,0.45,
352,2002,2001,12,10,0.06,
352,2002,2001,12,14,0.18,
352,2002,2001,12,20,0.12,
352,2002,2001,12,21,0.20,
352,2002,2001,12,27,0.04,
352,2002,2001,12,29,0.16,
352,2002,2001,12,30,0.50,
352,2002,2002,1,3,0.23,
352,2002,2002,1,27,0.30,
352,2002,2002,1,28,0.18,
352,2002,2002,2,7,0.04,
352,2002,2002,2,17,0.20,
352,2002,2002,3,7,0.28,
352,2002,2002,3,8,0.20,
352,2002,2002,3,18,0.10,
352,2002,2002,3,23,0.05,
352,2002,2002,3,24,0.05,
352,2002,2002,4,16,0.05,
352,2002,2002,4,26,0.32,
352,2002,2002,4,27,0.10,
352,2003,2002,10,26,0.13,
352,2003,2002,11,7,0.26,
352,2003,2002,11,8,0.31,
352,2003,2002,11,9,0.86,
352,2003,2002,11,10,0.07,
352,2003,2002,12,7,0.04,
352,2003,2002,12,14,0.09,
352,2003,2002,12,17,1.30,
352,2003,2002,12,18,0.49,
352,2003,2002,12,20,0.96,
352,2003,2002,12,21,0.20,
352,2003,2002,12,22,0.54,
352,2003,2002,12,26,0.04,
352,2003,2002,12,29,0.45,
352,2003,2002,12,30,0.07,
352,2003,2003,1,10,0.08,
352,2003,2003,2,11,0.27,
352,2003,2003,2,12,0.47,
352,2003,2003,2,13,0.52,
352,2003,2003,2,14,0.05,
352,2003,2003,2,16,0.07,
352,2003,2003,2,25,0.42,
352,2003,2003,2,27,0.49,
352,2003,2003,3,3,0.02,
352,2003,2003,3,15,1.00,
352,2003,2003,3,16,0.20,
352,2003,2003,4,1,0.02,
352,2003,2003,4,2,0.06,
352,2003,2003,4,4,0.03,
352,2003,2003,4,14,0.64,
352,2003,2003,4,21,0.05,
352,2003,2003,4,28,0.07,
352,2003,2003,5,3,0.76,
352,2003,2003,5,4,0.02,
352,2003,2003,7,28,0.15,
352,2004,2003,11,1,0.81,
352,2004,2003,11,3,0.22,
352,2004,2003,11,9,1.01,
352,2004,2003,11,17,0.04,
352,2004,2003,12,7,0.04,
352,2004,2003,12,9,0.02,
352,2004,2003,12,10,0.04,
352,2004,2003,12,11,0.04,
352,2004,2003,12,15,0.36,
352,2004,2003,12,20,0.03,
352,2004,2003,12,21,0.06,
352,2004,2003,12,22,0.12,
352,2004,2003,12,26,0.80,
352,2004,2003,12,29,0.07,
352,2004,2003,12,31,0.46,
352,2004,2004,1,3,0.04,
352,2004,2004,1,23,0.01,
352,2004,2004,1,25,0.08,
352,2004,2004,1,28,0.28,
352,2004,2004,2,3,0.89,
352,2004,2004,2,18,0.64,
352,2004,2004,2,19,0.49,
352,2004,2004,2,21,1.63,
352,2004,2004,2,26,1.65,
352,2004,2004,2,27,0.04,
352,2004,2004,3,2,0.24,
352,2004,2004,3,26,0.15,
352,2010,2009,9,15,0.01,
352,2010,2009,9,18,0.01,
352,2010,2009,9,20,0.01,
352,2010,2009,9,22,0.01,
352,2010,2009,9,23,0.01,
352,2010,2009,9,24,0.01,
352,2010,2009,9,27,0.01,
352,2010,2009,9,29,0.01,
352,2010,2009,10,13,0.05,
352,2010,2009,10,14,1.43,
352,2010,2009,10,15,0.02,
352,2010,2009,10,16,0.01,
352,2010,2009,10,20,0.03,
352,2010,2009,10,23,0.01,
352,2010,2009,10,28,0.01,
352,2010,2009,11,6,0.01,
352,2010,2009,12,7,0.29,
352,2010,2009,12,8,0.27,
352,2010,2009,12,11,1.09,
352,2010,2009,12,12,0.23,
352,2010,2009,12,13,0.49,
352,2010,2009,12,14,0.01,
352,2010,2009,12,17,0.01,
352,2010,2009,12,22,0.10,
352,2010,2009,12,30,0.12,
352,2010,2009,12,31,0.01,
352,2010,2010,1,13,0.53,
352,2010,2010,1,18,0.41,
